,number,value,datetime_start,datetime_complete,duration,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state
891,891,0.9472133311895985,2024-05-01 07:04:21.180267,2024-05-01 07:04:21.473000,0 days 00:00:00.292733,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.269366682003406,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
892,892,0.9267847662589,2024-05-01 07:04:21.474264,2024-05-01 07:04:21.737909,0 days 00:00:00.263645,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.508732299331994,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
893,893,0.9471344500730065,2024-05-01 07:04:21.738943,2024-05-01 07:04:22.054571,0 days 00:00:00.315628,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,6.0,none,,,,,,,3.0,9.804453843157678,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
894,894,0.9510694119347141,2024-05-01 07:04:22.055795,2024-05-01 07:04:22.333280,0 days 00:00:00.277485,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.996951232477759,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
895,895,-1.0,2024-05-01 07:04:22.334549,2024-05-01 07:04:23.816301,0 days 00:00:01.481752,,,,,,OPTICS,,,,,,,,,,,,,,,,1000.0,,,1.0,none,ball_tree,75.0,dbscan,rogerstanimoto,337.0,,4.0,9.656685864541569,,PCA,randomized,,,,,,,,,,,,,,,True,0.4,COMPLETE
896,896,0.9532357462135064,2024-05-01 07:04:23.817165,2024-05-01 07:04:24.061528,0 days 00:00:00.244363,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.114153379406787,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
897,897,0.5268081426620483,2024-05-01 07:04:24.062755,2024-05-01 07:06:20.341894,0 days 00:01:56.279139,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.15000000000000002,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,minkowski,9.0,122.0,,,COMPLETE
898,898,0.4072688917956384,2024-05-01 07:06:20.342911,2024-05-01 07:06:20.525382,0 days 00:00:00.182471,,,,,,KMeans,,,,,,,,,,lloyd,k-means++,3.0,,1.0,,,,,1.0,none,,,,,,,5.0,9.455346693651073,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
899,899,0.964443639113474,2024-05-01 07:06:20.526444,2024-05-01 07:06:20.791880,0 days 00:00:00.265436,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.831028429691528,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
900,900,0.48789596388710904,2024-05-01 07:06:20.792894,2024-05-01 07:06:21.055349,0 days 00:00:00.262455,,cosine,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.832834623005361,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
901,901,0.964443639113474,2024-05-01 07:06:21.056367,2024-05-01 07:06:21.322928,0 days 00:00:00.266561,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.771535580655215,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
902,902,0.912325146335936,2024-05-01 07:06:21.323978,2024-05-01 07:06:21.599618,0 days 00:00:00.275640,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,QR,,,,,,,2.0,9.86971697896756,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
903,903,0.7557962067016395,2024-05-01 07:06:21.600870,2024-05-01 07:06:21.976547,0 days 00:00:00.375677,,manhattan,10.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,7.0,none,,,,,,,2.0,9.998658592413483,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
904,904,0.5582130551338196,2024-05-01 07:06:21.977794,2024-05-01 07:06:25.850449,0 days 00:00:03.872655,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,5.268619537143003,t-SNE,,,,,,,13.476154371929832,pca,15.0,barnes_hut,minkowski,1.0,,,,,,COMPLETE
905,905,0.2219914997490609,2024-05-01 07:06:25.851353,2024-05-01 07:06:26.336629,0 days 00:00:00.485276,nearest_neighbors,,,,discretize,Spectral,0.17525552150391377,5.0,lobpcg,,,,,,,,,,,,,,,,2.0,auto,,,,,,,2.0,9.809611953759429,,PCA,randomized,19.0,9.1,20.0,20.0,197.0,,,,,,,,,,True,,COMPLETE
906,906,0.8400729894346419,2024-05-01 07:06:26.338028,2024-05-01 07:06:26.633709,0 days 00:00:00.295681,,,3.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,none,,,,,,,2.0,9.682585619735391,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
907,907,0.964443639113474,2024-05-01 07:06:26.634779,2024-05-01 07:06:26.974785,0 days 00:00:00.340006,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.804667363538663,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
908,908,0.964443639113474,2024-05-01 07:06:26.976050,2024-05-01 07:06:27.249830,0 days 00:00:00.273780,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.808320125666217,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
909,909,0.9123251463359368,2024-05-01 07:06:27.251376,2024-05-01 07:06:27.573342,0 days 00:00:00.321966,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.834083730252251,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
910,910,0.9338827642391248,2024-05-01 07:06:27.574667,2024-05-01 07:06:27.877610,0 days 00:00:00.302943,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.542495340154593,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
911,911,0.964443639113474,2024-05-01 07:06:27.878906,2024-05-01 07:06:28.091363,0 days 00:00:00.212457,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.803103328429383,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
912,912,0.9338827642391248,2024-05-01 07:06:28.092596,2024-05-01 07:06:28.377546,0 days 00:00:00.284950,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.817613691588967,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
913,913,0.964443639113474,2024-05-01 07:06:28.378617,2024-05-01 07:06:28.641974,0 days 00:00:00.263357,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.83394433918247,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
914,914,0.964443639113474,2024-05-01 07:06:28.643003,2024-05-01 07:06:28.857414,0 days 00:00:00.214411,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.81410410367648,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
915,915,-1.0,2024-05-01 07:06:28.858436,2024-05-01 07:06:29.136609,0 days 00:00:00.278173,,,,6.2,,HDBSCAN,,,,1.0,ball_tree,70.0,eom,l2,27.0,,,,,,,,,162.0,2.0,none,,,,,,,2.0,9.99223869882267,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
916,916,0.964443639113474,2024-05-01 07:06:29.137431,2024-05-01 07:06:29.346836,0 days 00:00:00.209405,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.995059332062477,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
917,917,0.9338827642391248,2024-05-01 07:06:29.347944,2024-05-01 07:06:29.567585,0 days 00:00:00.219641,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.987404395839583,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
918,918,0.964443639113474,2024-05-01 07:06:29.568824,2024-05-01 07:06:29.781840,0 days 00:00:00.213016,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.810224491852711,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
919,919,0.9517407922205964,2024-05-01 07:06:29.782902,2024-05-01 07:06:29.996734,0 days 00:00:00.213832,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.819604449398126,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
920,920,0.964443639113474,2024-05-01 07:06:29.997796,2024-05-01 07:06:30.206772,0 days 00:00:00.208976,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.824963417989261,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
921,921,0.4561741352081299,2024-05-01 07:06:30.207824,2024-05-01 07:06:37.567639,0 days 00:00:07.359815,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,0.35000000000000003,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,canberra,4.0,22.0,,,COMPLETE
922,922,0.9517407922205964,2024-05-01 07:06:37.568706,2024-05-01 07:06:37.782895,0 days 00:00:00.214189,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.995497181674104,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
923,923,0.9517407922205964,2024-05-01 07:06:37.783946,2024-05-01 07:06:38.002891,0 days 00:00:00.218945,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.685326944084805,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
924,924,0.9338827642391248,2024-05-01 07:06:38.003950,2024-05-01 07:06:38.210552,0 days 00:00:00.206602,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.83839765836394,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
925,925,-1.0,2024-05-01 07:06:38.211608,2024-05-01 07:06:39.881338,0 days 00:00:01.669730,,,,,,OPTICS,,,,,,,,,,,,,,,,10000.0,,,3.0,none,ball_tree,10.0,xi,manhattan,277.0,2.0,2.0,9.815222707527777,,PCA,randomized,,,,,,,,,,,,,,,True,0.6000000000000001,COMPLETE
926,926,0.964443639113474,2024-05-01 07:06:39.882198,2024-05-01 07:06:40.070716,0 days 00:00:00.188518,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.701262789801316,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
927,927,-0.15050819516181946,2024-05-01 07:06:40.071857,2024-05-01 07:10:03.542861,0 days 00:03:23.471004,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,38.53407008353303,t-SNE,,,,,,,17.513072723902862,random,65.0,exact,sqeuclidean,12.0,,,,,,COMPLETE
928,928,0.3833514386432048,2024-05-01 07:10:03.556231,2024-05-01 07:10:03.778442,0 days 00:00:00.222211,,,,,,KMeans,,,,,,,,,,elkan,random,6.0,8.0,0.1,,,,,3.0,QR,,,,,,,2.0,9.631365839180997,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
929,929,0.9517407922205964,2024-05-01 07:10:03.779752,2024-05-01 07:10:04.024275,0 days 00:00:00.244523,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.820390678598955,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
930,930,0.9338827642391248,2024-05-01 07:10:04.025599,2024-05-01 07:10:04.251353,0 days 00:00:00.225754,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.617544923300082,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
931,931,0.964443639113474,2024-05-01 07:10:04.252420,2024-05-01 07:10:04.484146,0 days 00:00:00.231726,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.9898044441594,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
932,932,0.7241100164538808,2024-05-01 07:10:04.485203,2024-05-01 07:10:04.712651,0 days 00:00:00.227448,,l1,19.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,auto,,,,,,,2.0,9.970877339719397,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
933,933,0.9517407922205964,2024-05-01 07:10:04.713715,2024-05-01 07:10:04.928493,0 days 00:00:00.214778,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.856964322772729,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
934,934,0.4920933535775246,2024-05-01 07:10:04.929549,2024-05-01 07:10:05.720305,0 days 00:00:00.790756,rbf,,,,cluster_qr,Spectral,95.54073603143546,2.0,arpack,,,,,,,,,,,,,,,,2.0,none,,,,,,,2.0,9.981134820580897,,PCA,randomized,12.0,5.6,15.0,1.0,472.0,,,,,,,,,,True,,COMPLETE
935,935,0.9123251463359368,2024-05-01 07:10:05.721520,2024-05-01 07:10:05.918961,0 days 00:00:00.197441,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.827456014409497,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
936,936,0.9338827642391248,2024-05-01 07:10:05.920075,2024-05-01 07:10:06.132065,0 days 00:00:00.211990,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.992512115871765,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
937,937,0.964443639113474,2024-05-01 07:10:06.133125,2024-05-01 07:10:06.352583,0 days 00:00:00.219458,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.672132585283357,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
938,938,0.9517407922205964,2024-05-01 07:10:06.353849,2024-05-01 07:10:06.594352,0 days 00:00:00.240503,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.612529626671254,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
939,939,0.7893644531148937,2024-05-01 07:10:06.595673,2024-05-01 07:10:06.807304,0 days 00:00:00.211631,,l1,13.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.843797883223303,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
940,940,-1.0,2024-05-01 07:10:06.808351,2024-05-01 07:10:06.956089,0 days 00:00:00.147738,,,,5.5,,HDBSCAN,,,,9.5,kd_tree,55.0,leaf,cosine,72.0,,,,,,,,,146.0,2.0,none,,,,,,,2.0,9.652926511260484,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
941,941,0.964443639113474,2024-05-01 07:10:06.956891,2024-05-01 07:10:07.185900,0 days 00:00:00.229009,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.980202931341092,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
942,942,0.8837019188525425,2024-05-01 07:10:07.186962,2024-05-01 07:10:07.410185,0 days 00:00:00.223223,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.806197697650271,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
943,943,0.964443639113474,2024-05-01 07:10:07.411239,2024-05-01 07:10:07.630672,0 days 00:00:00.219433,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.999603795457963,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
944,944,0.9517407922205964,2024-05-01 07:10:07.631946,2024-05-01 07:10:07.848658,0 days 00:00:00.216712,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.966681622459763,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
945,945,0.9517407922205964,2024-05-01 07:10:07.849706,2024-05-01 07:10:08.100619,0 days 00:00:00.250913,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.952163687518901,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
946,946,0.9517407922205964,2024-05-01 07:10:08.101687,2024-05-01 07:10:08.320556,0 days 00:00:00.218869,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.956341860935034,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
947,947,0.03185754269361496,2024-05-01 07:10:08.321603,2024-05-01 07:10:17.532388,0 days 00:00:09.210785,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,0.9,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,hamming,16.0,77.0,,,COMPLETE
948,948,0.964443639113474,2024-05-01 07:10:17.533703,2024-05-01 07:10:17.759632,0 days 00:00:00.225929,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.970595093497593,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
949,949,0.9338827642391248,2024-05-01 07:10:17.760989,2024-05-01 07:10:18.022457,0 days 00:00:00.261468,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.972026821064468,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
950,950,0.9517407922205964,2024-05-01 07:10:18.023562,2024-05-01 07:10:18.241297,0 days 00:00:00.217735,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.99189284205645,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
951,951,-1.0,2024-05-01 07:10:18.242363,2024-05-01 07:10:18.346644,0 days 00:00:00.104281,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,18.314432917437095,t-SNE,,,,,,,8.379484426137633,pca,85.0,barnes_hut,wminkowski,1.0,,,,,,COMPLETE
952,952,-1.0,2024-05-01 07:10:18.347208,2024-05-01 07:10:19.631441,0 days 00:00:01.284233,,,,,,OPTICS,,,,,,,,,,,,,,,,10.0,,,2.0,none,brute,40.0,dbscan,canberra,137.0,,2.0,9.994846840631928,,PCA,randomized,,,,,,,,,,,,,,,True,0.2,COMPLETE
953,953,0.9517407922205964,2024-05-01 07:10:19.632341,2024-05-01 07:10:19.841900,0 days 00:00:00.209559,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.737378536656266,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
954,954,0.964443639113474,2024-05-01 07:10:19.844687,2024-05-01 07:10:20.079450,0 days 00:00:00.234763,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.779217951014333,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
955,955,0.3689543711839846,2024-05-01 07:10:20.080813,2024-05-01 07:10:20.268411,0 days 00:00:00.187598,,,,,,KMeans,,,,,,,,,,lloyd,k-means++,19.0,,0.001,,,,,3.0,QR,,,,,,,2.0,9.530877279710978,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
956,956,0.9123251463359364,2024-05-01 07:10:20.269705,2024-05-01 07:10:20.616315,0 days 00:00:00.346610,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,auto,,,,,,,2.0,9.692627346735913,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
957,957,0.8837019188525425,2024-05-01 07:10:20.617244,2024-05-01 07:10:20.818336,0 days 00:00:00.201092,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.530740087110498,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
958,958,0.964443639113474,2024-05-01 07:10:20.820035,2024-05-01 07:10:21.040218,0 days 00:00:00.220183,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.766033729781437,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
959,959,0.8837019188525425,2024-05-01 07:10:21.041290,2024-05-01 07:10:21.258834,0 days 00:00:00.217544,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.554041812666371,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
960,960,0.9123251463359368,2024-05-01 07:10:21.259958,2024-05-01 07:10:21.471123,0 days 00:00:00.211165,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.675973579819702,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
961,961,0.964443639113474,2024-05-01 07:10:21.472236,2024-05-01 07:10:21.686894,0 days 00:00:00.214658,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.499527626957303,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
962,962,-1.0,2024-05-01 07:10:21.688170,2024-05-01 07:10:21.858970,0 days 00:00:00.170800,precomputed_nearest_neighbors,,,,kmeans,Spectral,55.59878908200002,1.0,amg,,,,,,,,,,,,,,,,3.0,none,,,,,,,2.0,9.455160041268728,,PCA,randomized,8.0,2.6,8.0,14.0,2.0,,,,,,,,,,True,,COMPLETE
963,963,0.9517407922205964,2024-05-01 07:10:21.860065,2024-05-01 07:10:22.110758,0 days 00:00:00.250693,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.409171450568365,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
964,964,0.9338827642391248,2024-05-01 07:10:22.112020,2024-05-01 07:10:22.337815,0 days 00:00:00.225795,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.479369530211802,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
965,965,0.964443639113474,2024-05-01 07:10:22.339126,2024-05-01 07:10:22.556901,0 days 00:00:00.217775,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.726508654033735,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
966,966,0.9517407922205964,2024-05-01 07:10:22.558066,2024-05-01 07:10:22.780633,0 days 00:00:00.222567,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.426756756036893,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
967,967,0.964443639113474,2024-05-01 07:10:22.781693,2024-05-01 07:10:23.043540,0 days 00:00:00.261847,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.534299604451435,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
968,968,0.8837019188525425,2024-05-01 07:10:23.044621,2024-05-01 07:10:23.265410,0 days 00:00:00.220789,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.293622776147837,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
969,969,0.964443639113474,2024-05-01 07:10:23.266511,2024-05-01 07:10:23.483724,0 days 00:00:00.217213,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.484714280166425,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
970,970,0.9517407922205964,2024-05-01 07:10:23.484823,2024-05-01 07:10:23.724279,0 days 00:00:00.239456,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.54408514573248,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
971,971,0.36558985710144043,2024-05-01 07:10:23.725382,2024-05-01 07:10:33.969489,0 days 00:00:10.244107,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,0.65,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,correlation,14.0,112.0,,,COMPLETE
972,972,0.8837019188525425,2024-05-01 07:10:33.970534,2024-05-01 07:10:34.197970,0 days 00:00:00.227436,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.535612274894092,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
973,973,-1.0,2024-05-01 07:10:34.199017,2024-05-01 07:10:34.388637,0 days 00:00:00.189620,,,,9.3,,HDBSCAN,,,,8.0,auto,60.0,eom,chebyshev,222.0,,,,,,,,,10.0,2.0,none,,,,,,,2.0,9.391076663575815,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
974,974,0.964443639113474,2024-05-01 07:10:34.389550,2024-05-01 07:10:34.605011,0 days 00:00:00.215461,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.65573906935527,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
975,975,0.9517407922205964,2024-05-01 07:10:34.606289,2024-05-01 07:10:34.844372,0 days 00:00:00.238083,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.64769165763765,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
976,976,-0.12958034873008728,2024-05-01 07:10:34.845701,2024-05-01 07:12:28.818448,0 days 00:01:53.972747,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,49.27440539319087,t-SNE,,,,,,,9.90252257485356,random,50.0,exact,rogerstanimoto,4.0,,,,,,COMPLETE
977,977,0.964443639113474,2024-05-01 07:12:28.819896,2024-05-01 07:12:29.045135,0 days 00:00:00.225239,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.675672132290241,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
